T,H,repeat,oracle,stage1,ours_em1,ours_em10,mdpmix_original_clust_th1e-05,mdpmix_original_em_th1e-05,mdpmix_original_clust_th1e-04,mdpmix_original_em_th1e-04,mdpmix_original_clust_th1e-03,mdpmix_original_em_th1e-03
100,500,408,0.0,0.0,0.0,0.0,0.4626865671641791,0.44999999999999996,0.34328358208955223,0.0,0.417910447761194,0.0
100,500,409,0.0,0.0,0.0,0.0,0.4477611940298507,0.0,0.417910447761194,0.29000000000000004,0.4029850746268657,0.0
100,500,410,0.0,0.0,0.0,0.0,0.5074626865671642,0.30000000000000004,0.34328358208955223,0.0,0.31343283582089554,0.43000000000000005
100,500,411,0.0,0.0,0.0,0.0,0.5074626865671642,0.45999999999999996,0.3731343283582089,0.44999999999999996,0.10447761194029848,0.33999999999999997
100,500,412,0.0,0.0,0.0,0.0,0.5373134328358209,0.43000000000000005,0.3880597014925373,0.37,0.5223880597014925,0.0
100,500,413,0.0,0.0,0.0,0.0,0.417910447761194,0.0,0.4925373134328358,0.0,0.4776119402985075,0.0
100,500,414,0.0,0.0,0.0,0.0,0.4925373134328358,0.0,0.4328358208955224,0.42000000000000004,0.3731343283582089,0.0
100,500,415,0.0,0.0,0.0,0.0,0.4925373134328358,0.0,0.4328358208955224,0.0,0.3731343283582089,0.0
100,500,416,0.0,0.0,0.0,0.0,0.4477611940298507,0.0,0.25373134328358204,0.0,0.22388059701492535,0.37
100,500,417,0.0,0.0,0.0,0.0,0.5223880597014925,0.47,0.4925373134328358,0.31999999999999995,0.5373134328358209,0.0
100,500,418,0.0,0.0,0.0,0.0,0.4477611940298507,0.0,0.28358208955223885,0.31999999999999995,0.22388059701492535,0.31999999999999995
100,500,419,0.0,0.0,0.0,0.0,0.417910447761194,0.0,0.28358208955223885,0.0,0.25373134328358204,0.0
200,10,420,0.33999999999999997,0.5700000000000001,0.575,0.575,0.4701492537313433,0.645,0.4701492537313433,0.645,0.4626865671641791,0.64
200,10,421,0.29000000000000004,0.605,0.6,0.605,0.5074626865671642,0.645,0.5074626865671642,0.63,0.5,0.64
200,10,422,0.235,0.615,0.615,0.61,0.5074626865671642,0.615,0.5074626865671642,0.615,0.5,0.6
200,10,423,0.31499999999999995,0.585,0.585,0.6,0.5074626865671642,0.635,0.5074626865671642,0.635,0.5074626865671642,0.625
200,10,424,0.28,0.55,0.565,0.575,0.5,0.625,0.5,0.625,0.4925373134328358,0.65
200,10,425,0.31499999999999995,0.5900000000000001,0.595,0.595,0.4925373134328358,0.625,0.4925373134328358,0.625,0.4925373134328358,0.625
200,10,426,0.30000000000000004,0.605,0.5800000000000001,0.585,0.5149253731343284,0.5900000000000001,0.5149253731343284,0.5900000000000001,0.5223880597014925,0.5900000000000001
200,10,427,0.29500000000000004,0.63,0.625,0.63,0.5,0.635,0.5,0.635,0.5074626865671642,0.63
200,10,428,0.33999999999999997,0.635,0.645,0.64,0.4776119402985075,0.63,0.4776119402985075,0.63,0.4701492537313433,0.635
200,10,429,0.28500000000000003,0.64,0.63,0.635,0.4850746268656716,0.655,0.4925373134328358,0.65,0.4925373134328358,0.65
200,10,430,0.41500000000000004,0.64,0.63,0.63,0.4776119402985075,0.645,0.4850746268656716,0.65,0.4925373134328358,0.645
200,10,431,0.29000000000000004,0.63,0.62,0.615,0.4626865671641791,0.635,0.4626865671641791,0.635,0.4701492537313433,0.645
200,10,432,0.31000000000000005,0.56,0.565,0.5700000000000001,0.4925373134328358,0.655,0.4925373134328358,0.655,0.4776119402985075,0.65
200,10,433,0.31000000000000005,0.62,0.605,0.595,0.4776119402985075,0.615,0.4776119402985075,0.615,0.4776119402985075,0.62
200,10,434,0.30500000000000005,0.63,0.63,0.615,0.4552238805970149,0.635,0.4850746268656716,0.62,0.4402985074626866,0.63
200,10,435,0.29500000000000004,0.5900000000000001,0.575,0.5800000000000001,0.5,0.6,0.5,0.6,0.5074626865671642,0.605
200,10,436,0.35,0.575,0.5549999999999999,0.56,0.4850746268656716,0.64,0.4850746268656716,0.64,0.4925373134328358,0.645
200,10,437,0.29000000000000004,0.5549999999999999,0.5449999999999999,0.54,0.4626865671641791,0.64,0.4776119402985075,0.645,0.4626865671641791,0.64
200,10,438,0.35,0.5700000000000001,0.56,0.565,0.5149253731343284,0.63,0.5149253731343284,0.63,0.5223880597014925,0.62
200,10,439,0.27,0.595,0.575,0.5800000000000001,0.5149253731343284,0.645,0.5223880597014925,0.64,0.5298507462686567,0.64
200,10,440,0.31000000000000005,0.5800000000000001,0.585,0.585,0.5,0.6,0.5,0.6,0.5,0.61
200,10,441,0.27,0.605,0.5700000000000001,0.55,0.5,0.655,0.5,0.655,0.4776119402985075,0.635
200,10,442,0.37,0.62,0.605,0.595,0.5298507462686567,0.61,0.5298507462686567,0.615,0.5298507462686567,0.615
200,10,443,0.31499999999999995,0.54,0.53,0.53,0.4776119402985075,0.65,0.4776119402985075,0.65,0.4776119402985075,0.65
200,10,444,0.33499999999999996,0.54,0.53,0.515,0.4402985074626866,0.625,0.4402985074626866,0.635,0.4402985074626866,0.625
200,10,445,0.27,0.625,0.63,0.63,0.5,0.645,0.5,0.645,0.5,0.645
200,10,446,0.355,0.62,0.63,0.63,0.4701492537313433,0.63,0.4701492537313433,0.63,0.4701492537313433,0.63
200,10,447,0.345,0.5900000000000001,0.585,0.5800000000000001,0.4850746268656716,0.62,0.4850746268656716,0.62,0.4850746268656716,0.62
200,10,448,0.29000000000000004,0.56,0.5549999999999999,0.5349999999999999,0.4402985074626866,0.625,0.4402985074626866,0.625,0.4477611940298507,0.625
200,10,449,0.29000000000000004,0.575,0.575,0.575,0.4850746268656716,0.64,0.4850746268656716,0.64,0.4626865671641791,0.64
200,20,450,0.17500000000000004,0.385,0.37,0.365,0.5149253731343284,0.615,0.5149253731343284,0.615,0.5074626865671642,0.61
200,20,451,0.15000000000000002,0.5,0.5,0.525,0.5223880597014925,0.61,0.5298507462686567,0.625,0.4925373134328358,0.63
200,20,452,0.19499999999999995,0.505,0.475,0.48,0.4402985074626866,0.575,0.4402985074626866,0.615,0.4626865671641791,0.63
200,20,453,0.20999999999999996,0.51,0.495,0.495,0.4104477611940298,0.595,0.417910447761194,0.6,0.4477611940298507,0.635
200,20,454,0.21999999999999997,0.44999999999999996,0.43999999999999995,0.43999999999999995,0.4925373134328358,0.605,0.4925373134328358,0.595,0.4925373134328358,0.615
200,20,455,0.19499999999999995,0.565,0.56,0.5549999999999999,0.5074626865671642,0.63,0.4925373134328358,0.645,0.4701492537313433,0.64
200,20,456,0.21999999999999997,0.52,0.5,0.47,0.4850746268656716,0.63,0.4626865671641791,0.64,0.4776119402985075,0.65
200,20,457,0.17000000000000004,0.42000000000000004,0.395,0.39,0.4776119402985075,0.625,0.4925373134328358,0.63,0.4925373134328358,0.635
200,20,458,0.18999999999999995,0.49,0.48,0.45999999999999996,0.4626865671641791,0.5449999999999999,0.4850746268656716,0.595,0.5223880597014925,0.64
200,20,459,0.17000000000000004,0.5349999999999999,0.53,0.52,0.5149253731343284,0.6,0.5149253731343284,0.585,0.5298507462686567,0.61
200,20,460,0.19999999999999996,0.46499999999999997,0.44999999999999996,0.44999999999999996,0.4552238805970149,0.585,0.4552238805970149,0.5700000000000001,0.4701492537313433,0.6
200,20,461,0.16500000000000004,0.475,0.44999999999999996,0.43999999999999995,0.4701492537313433,0.62,0.4626865671641791,0.63,0.5074626865671642,0.61
200,20,462,0.17500000000000004,0.43000000000000005,0.41500000000000004,0.4,0.5149253731343284,0.63,0.5149253731343284,0.63,0.4477611940298507,0.5349999999999999
200,20,463,0.20499999999999996,0.515,0.51,0.5,0.4776119402985075,0.64,0.4850746268656716,0.635,0.5074626865671642,0.64
200,20,464,0.15000000000000002,0.505,0.5,0.475,0.4776119402985075,0.6,0.5,0.5800000000000001,0.4850746268656716,0.635
200,20,465,0.18999999999999995,0.51,0.485,0.475,0.4552238805970149,0.625,0.4552238805970149,0.625,0.4850746268656716,0.62
200,20,466,0.20499999999999996,0.39,0.375,0.375,0.5149253731343284,0.635,0.5074626865671642,0.63,0.5,0.645
200,20,467,0.14,0.48,0.43999999999999995,0.42500000000000004,0.4402985074626866,0.625,0.4552238805970149,0.605,0.5298507462686567,0.5900000000000001
200,20,468,0.16500000000000004,0.42000000000000004,0.405,0.405,0.4701492537313433,0.63,0.4552238805970149,0.64,0.4626865671641791,0.64
200,20,469,0.17000000000000004,0.43500000000000005,0.43000000000000005,0.42500000000000004,0.4552238805970149,0.5900000000000001,0.4477611940298507,0.5800000000000001,0.4925373134328358,0.615
200,20,470,0.17500000000000004,0.505,0.485,0.42000000000000004,0.4552238805970149,0.635,0.4626865671641791,0.64,0.4925373134328358,0.65
200,20,471,0.16500000000000004,0.475,0.46499999999999997,0.46499999999999997,0.4402985074626866,0.595,0.4477611940298507,0.61,0.4626865671641791,0.645
200,20,472,0.18500000000000005,0.49,0.47,0.45999999999999996,0.4850746268656716,0.65,0.4925373134328358,0.635,0.5149253731343284,0.63
200,20,473,0.19999999999999996,0.48,0.45499999999999996,0.44499999999999995,0.5074626865671642,0.635,0.4925373134328358,0.5900000000000001,0.5074626865671642,0.595
200,20,474,0.19999999999999996,0.525,0.49,0.45999999999999996,0.4029850746268657,0.595,0.4253731343283582,0.605,0.4029850746268657,0.5449999999999999
200,20,475,0.21499999999999997,0.485,0.475,0.46499999999999997,0.4552238805970149,0.635,0.4552238805970149,0.635,0.4776119402985075,0.63
200,20,476,0.18999999999999995,0.495,0.46499999999999997,0.47,0.4552238805970149,0.64,0.4477611940298507,0.635,0.4477611940298507,0.625
200,20,477,0.17500000000000004,0.52,0.51,0.49,0.4552238805970149,0.48,0.4850746268656716,0.61,0.4626865671641791,0.5
200,20,478,0.18500000000000005,0.45499999999999996,0.43999999999999995,0.43999999999999995,0.4850746268656716,0.6,0.5,0.6,0.4925373134328358,0.605
200,20,479,0.17000000000000004,0.48,0.45499999999999996,0.43999999999999995,0.4850746268656716,0.585,0.4850746268656716,0.43999999999999995,0.4925373134328358,0.65
200,30,480,0.07999999999999996,0.365,0.35,0.33999999999999997,0.5373134328358209,0.6,0.5522388059701493,0.56,0.5522388059701493,0.585
200,30,481,0.12,0.43999999999999995,0.43000000000000005,0.43000000000000005,0.4328358208955224,0.62,0.4328358208955224,0.61,0.5074626865671642,0.635
200,30,482,0.135,0.37,0.37,0.36,0.5223880597014925,0.605,0.5,0.64,0.4626865671641791,0.62
200,30,483,0.08499999999999996,0.36,0.32999999999999996,0.29500000000000004,0.4850746268656716,0.61,0.5447761194029851,0.585,0.5373134328358209,0.595
200,30,484,0.16000000000000003,0.43500000000000005,0.41000000000000003,0.39,0.4701492537313433,0.645,0.4925373134328358,0.615,0.4328358208955224,0.475
200,30,485,0.13,0.44999999999999996,0.43500000000000005,0.43500000000000005,0.5149253731343284,0.625,0.5223880597014925,0.615,0.5149253731343284,0.63
200,30,486,0.15500000000000003,0.42500000000000004,0.42000000000000004,0.42000000000000004,0.4850746268656716,0.595,0.4701492537313433,0.6,0.4253731343283582,0.595
200,30,487,0.135,0.43000000000000005,0.41500000000000004,0.41000000000000003,0.4626865671641791,0.635,0.4776119402985075,0.44499999999999995,0.5447761194029851,0.5449999999999999
200,30,488,0.11499999999999999,0.41500000000000004,0.395,0.375,0.4328358208955224,0.61,0.4328358208955224,0.615,0.4328358208955224,0.62
200,30,489,0.15000000000000002,0.41000000000000003,0.405,0.405,0.4925373134328358,0.63,0.4925373134328358,0.625,0.5373134328358209,0.595
200,30,490,0.13,0.385,0.38,0.36,0.5,0.615,0.5149253731343284,0.615,0.5,0.605
200,30,491,0.12,0.45999999999999996,0.44999999999999996,0.44999999999999996,0.4850746268656716,0.5900000000000001,0.4925373134328358,0.585,0.4850746268656716,0.475
200,30,492,0.11499999999999999,0.41500000000000004,0.395,0.395,0.4552238805970149,0.635,0.4776119402985075,0.65,0.5074626865671642,0.585
200,30,493,0.14500000000000002,0.385,0.36,0.35,0.4701492537313433,0.645,0.4925373134328358,0.65,0.4850746268656716,0.635
200,30,494,0.14,0.375,0.36,0.36,0.4701492537313433,0.645,0.4701492537313433,0.645,0.5,0.65
200,30,495,0.14,0.44999999999999996,0.42500000000000004,0.41500000000000004,0.4477611940298507,0.63,0.4552238805970149,0.635,0.4552238805970149,0.635
200,30,496,0.13,0.495,0.45999999999999996,0.44499999999999995,0.5074626865671642,0.5900000000000001,0.5746268656716418,0.62,0.5149253731343284,0.565
200,30,497,0.10499999999999998,0.45999999999999996,0.45999999999999996,0.44499999999999995,0.4328358208955224,0.62,0.4402985074626866,0.625,0.4552238805970149,0.635
200,30,498,0.09499999999999997,0.395,0.385,0.385,0.4850746268656716,0.645,0.4850746268656716,0.645,0.4776119402985075,0.65
200,30,499,0.11499999999999999,0.28500000000000003,0.235,0.22999999999999998,0.4776119402985075,0.615,0.5074626865671642,0.63,0.4776119402985075,0.575
200,30,500,0.14500000000000002,0.41500000000000004,0.395,0.37,0.4402985074626866,0.615,0.4402985074626866,0.615,0.6044776119402986,0.5
200,30,501,0.08999999999999997,0.38,0.37,0.36,0.5,0.6599999999999999,0.4850746268656716,0.63,0.5298507462686567,0.5549999999999999
200,30,502,0.125,0.42000000000000004,0.405,0.41000000000000003,0.4477611940298507,0.625,0.4701492537313433,0.645,0.4328358208955224,0.62
200,30,503,0.09499999999999997,0.365,0.355,0.33999999999999997,0.4925373134328358,0.655,0.5,0.64,0.5149253731343284,0.63
200,30,504,0.09999999999999998,0.385,0.365,0.365,0.4552238805970149,0.625,0.4850746268656716,0.64,0.4925373134328358,0.5700000000000001
200,30,505,0.09499999999999997,0.38,0.35,0.35,0.5,0.55,0.4552238805970149,0.62,0.4552238805970149,0.62
200,30,506,0.09499999999999997,0.355,0.31999999999999995,0.30000000000000004,0.4402985074626866,0.625,0.4477611940298507,0.63,0.5074626865671642,0.4
200,30,507,0.15500000000000003,0.38,0.37,0.37,0.5,0.65,0.5074626865671642,0.65,0.4776119402985075,0.635
200,30,508,0.125,0.405,0.405,0.41000000000000003,0.4552238805970149,0.635,0.4850746268656716,0.64,0.5,0.61
200,30,509,0.14,0.41000000000000003,0.41500000000000004,0.42000000000000004,0.4925373134328358,0.65,0.5,0.5700000000000001,0.4477611940298507,0.565
200,40,510,0.07499999999999996,0.355,0.345,0.33499999999999996,0.5223880597014925,0.625,0.5298507462686567,0.61,0.5373134328358209,0.41000000000000003
200,40,511,0.07499999999999996,0.32999999999999996,0.33499999999999996,0.32999999999999996,0.4402985074626866,0.33999999999999997,0.3731343283582089,0.30500000000000005,0.5,0.62
200,40,512,0.06999999999999995,0.38,0.38,0.375,0.5,0.355,0.4552238805970149,0.345,0.5,0.645
200,40,513,0.06499999999999995,0.385,0.385,0.385,0.5,0.65,0.4850746268656716,0.35,0.417910447761194,0.32999999999999996
200,40,514,0.06999999999999995,0.44499999999999995,0.42500000000000004,0.39,0.5149253731343284,0.605,0.5,0.585,0.5149253731343284,0.62
200,40,515,0.09999999999999998,0.345,0.31499999999999995,0.28500000000000003,0.5,0.63,0.4925373134328358,0.65,0.5074626865671642,0.62
200,40,516,0.07999999999999996,0.31999999999999995,0.28500000000000003,0.26,0.5223880597014925,0.61,0.5373134328358209,0.615,0.5223880597014925,0.595
200,40,517,0.09499999999999997,0.405,0.4,0.385,0.4701492537313433,0.63,0.4402985074626866,0.625,0.4850746268656716,0.54
200,40,518,0.06499999999999995,0.405,0.38,0.37,0.4850746268656716,0.64,0.4925373134328358,0.61,0.4776119402985075,0.6
200,40,519,0.09999999999999998,0.41500000000000004,0.4,0.4,0.5074626865671642,0.575,0.4925373134328358,0.575,0.4626865671641791,0.635
200,40,520,0.04500000000000004,0.345,0.33999999999999997,0.32499999999999996,0.5149253731343284,0.64,0.5223880597014925,0.63,0.5522388059701493,0.42000000000000004
200,40,521,0.09499999999999997,0.41500000000000004,0.395,0.395,0.5074626865671642,0.5900000000000001,0.5373134328358209,0.41000000000000003,0.5149253731343284,0.62
200,40,522,0.050000000000000044,0.355,0.32499999999999996,0.32499999999999996,0.4328358208955224,0.62,0.417910447761194,0.61,0.5223880597014925,0.38
200,40,523,0.08499999999999996,0.41000000000000003,0.39,0.385,0.5,0.65,0.4402985074626866,0.4,0.5149253731343284,0.62
200,40,524,0.11499999999999999,0.405,0.4,0.395,0.4552238805970149,0.625,0.5,0.605,0.4552238805970149,0.345
200,40,525,0.10499999999999998,0.355,0.31499999999999995,0.28500000000000003,0.4850746268656716,0.63,0.4776119402985075,0.63,0.4477611940298507,0.41500000000000004
200,40,526,0.08499999999999996,0.35,0.32999999999999996,0.31499999999999995,0.5223880597014925,0.605,0.5223880597014925,0.625,0.4477611940298507,0.4
200,40,527,0.08999999999999997,0.18999999999999995,0.13,0.08999999999999997,0.4925373134328358,0.65,0.4776119402985075,0.645,0.5074626865671642,0.625
200,40,528,0.05500000000000005,0.38,0.35,0.31999999999999995,0.4850746268656716,0.635,0.4776119402985075,0.64,0.4477611940298507,0.375
200,40,529,0.07999999999999996,0.37,0.35,0.35,0.4477611940298507,0.625,0.4029850746268657,0.575,0.4029850746268657,0.585
200,40,530,0.040000000000000036,0.43999999999999995,0.41500000000000004,0.41000000000000003,0.4701492537313433,0.615,0.4776119402985075,0.585,0.5,0.56
200,40,531,0.10499999999999998,0.41000000000000003,0.41500000000000004,0.41000000000000003,0.5,0.6599999999999999,0.4925373134328358,0.6599999999999999,0.4925373134328358,0.635
200,40,532,0.06000000000000005,0.45499999999999996,0.44499999999999995,0.43999999999999995,0.5,0.5700000000000001,0.4850746268656716,0.56,0.5597014925373134,0.41500000000000004
200,40,533,0.040000000000000036,0.41500000000000004,0.385,0.38,0.4552238805970149,0.63,0.4626865671641791,0.635,0.4850746268656716,0.4
200,40,534,0.10499999999999998,0.365,0.345,0.32999999999999996,0.4328358208955224,0.62,0.4402985074626866,0.625,0.4328358208955224,0.62
200,40,535,0.09499999999999997,0.41500000000000004,0.4,0.395,0.5,0.61,0.5,0.5549999999999999,0.5298507462686567,0.375
200,40,536,0.08499999999999996,0.41000000000000003,0.39,0.36,0.4328358208955224,0.62,0.4029850746268657,0.595,0.4477611940298507,0.63
200,40,537,0.08499999999999996,0.44999999999999996,0.43500000000000005,0.43500000000000005,0.417910447761194,0.61,0.417910447761194,0.61,0.4029850746268657,0.46499999999999997
200,40,538,0.09999999999999998,0.39,0.355,0.35,0.4850746268656716,0.635,0.4850746268656716,0.635,0.5149253731343284,0.625
200,40,539,0.05500000000000005,0.31999999999999995,0.28,0.27,0.3731343283582089,0.5800000000000001,0.417910447761194,0.62,0.4253731343283582,0.61
200,50,540,0.07499999999999996,0.39,0.375,0.35,0.4925373134328358,0.61,0.5074626865671642,0.505,0.582089552238806,0.31999999999999995
200,50,541,0.040000000000000036,0.375,0.355,0.31000000000000005,0.4701492537313433,0.645,0.4850746268656716,0.625,0.4552238805970149,0.635
200,50,542,0.03500000000000003,0.36,0.30500000000000005,0.27,0.4701492537313433,0.61,0.4402985074626866,0.395,0.5298507462686567,0.31499999999999995
200,50,543,0.040000000000000036,0.39,0.365,0.365,0.5,0.6599999999999999,0.4776119402985075,0.655,0.4701492537313433,0.645
200,50,544,0.050000000000000044,0.37,0.35,0.35,0.417910447761194,0.61,0.417910447761194,0.605,0.5373134328358209,0.375
200,50,545,0.04500000000000004,0.26,0.22499999999999998,0.18999999999999995,0.4402985074626866,0.625,0.4850746268656716,0.65,0.5149253731343284,0.41000000000000003
200,50,546,0.06000000000000005,0.42500000000000004,0.41000000000000003,0.41000000000000003,0.4925373134328358,0.61,0.4701492537313433,0.625,0.4850746268656716,0.625
200,50,547,0.05500000000000005,0.385,0.365,0.345,0.4925373134328358,0.6,0.5149253731343284,0.44999999999999996,0.4626865671641791,0.38
200,50,548,0.08499999999999996,0.355,0.36,0.36,0.4552238805970149,0.63,0.4552238805970149,0.635,0.4626865671641791,0.61
200,50,549,0.050000000000000044,0.35,0.32999999999999996,0.32999999999999996,0.5,0.635,0.4850746268656716,0.655,0.5298507462686567,0.28
200,50,550,0.07999999999999996,0.30000000000000004,0.26,0.16000000000000003,0.4850746268656716,0.635,0.4402985074626866,0.595,0.5,0.475
200,50,551,0.07999999999999996,0.275,0.265,0.245,0.4925373134328358,0.65,0.5074626865671642,0.6599999999999999,0.4402985074626866,0.44999999999999996
200,50,552,0.050000000000000044,0.33499999999999996,0.31999999999999995,0.28500000000000003,0.4402985074626866,0.625,0.4925373134328358,0.33499999999999996,0.4477611940298507,0.63
200,50,553,0.05500000000000005,0.42000000000000004,0.37,0.32499999999999996,0.5223880597014925,0.615,0.5074626865671642,0.605,0.4850746268656716,0.605
200,50,554,0.04500000000000004,0.35,0.32999999999999996,0.33499999999999996,0.5074626865671642,0.5800000000000001,0.5,0.5900000000000001,0.4701492537313433,0.595
200,50,555,0.030000000000000027,0.37,0.365,0.365,0.5149253731343284,0.62,0.5074626865671642,0.64,0.4626865671641791,0.355
200,50,556,0.09999999999999998,0.41000000000000003,0.42000000000000004,0.41500000000000004,0.4626865671641791,0.63,0.4626865671641791,0.63,0.5223880597014925,0.275
200,50,557,0.040000000000000036,0.31999999999999995,0.265,0.19499999999999995,0.4328358208955224,0.62,0.4402985074626866,0.625,0.4477611940298507,0.63
200,50,558,0.040000000000000036,0.355,0.33999999999999997,0.33999999999999997,0.5074626865671642,0.625,0.5074626865671642,0.595,0.5074626865671642,0.28500000000000003
200,50,559,0.050000000000000044,0.375,0.375,0.375,0.4328358208955224,0.61,0.4253731343283582,0.605,0.4477611940298507,0.33499999999999996
200,50,560,0.04500000000000004,0.16000000000000003,0.11499999999999999,0.11499999999999999,0.4328358208955224,0.6,0.4328358208955224,0.6,0.4701492537313433,0.31499999999999995
200,50,561,0.04500000000000004,0.38,0.31499999999999995,0.31499999999999995,0.4253731343283582,0.615,0.4701492537313433,0.31999999999999995,0.5,0.47
200,50,562,0.06999999999999995,0.32499999999999996,0.29500000000000004,0.275,0.5074626865671642,0.345,0.5,0.6599999999999999,0.32089552238805974,0.33499999999999996
200,50,563,0.050000000000000044,0.31999999999999995,0.29000000000000004,0.29000000000000004,0.5149253731343284,0.615,0.4925373134328358,0.655,0.4776119402985075,0.645
200,50,564,0.03500000000000003,0.37,0.32499999999999996,0.26,0.4402985074626866,0.625,0.4402985074626866,0.625,0.3731343283582089,0.30000000000000004
200,50,565,0.04500000000000004,0.355,0.31999999999999995,0.30000000000000004,0.5149253731343284,0.655,0.5,0.65,0.5223880597014925,0.385
200,50,566,0.06499999999999995,0.38,0.39,0.395,0.4850746268656716,0.61,0.4925373134328358,0.605,0.5,0.39
200,50,567,0.030000000000000027,0.35,0.31999999999999995,0.31999999999999995,0.5149253731343284,0.63,0.5,0.585,0.5,0.605
200,50,568,0.07499999999999996,0.395,0.375,0.37,0.4925373134328358,0.62,0.4776119402985075,0.6,0.4626865671641791,0.61
200,50,569,0.06000000000000005,0.365,0.33499999999999996,0.31000000000000005,0.5298507462686567,0.625,0.5149253731343284,0.625,0.5223880597014925,0.38
200,60,570,0.015000000000000013,0.235,0.17000000000000004,0.050000000000000044,0.4776119402985075,0.39,0.5223880597014925,0.33499999999999996,0.4104477611940298,0.365
200,60,571,0.030000000000000027,0.28500000000000003,0.25,0.11499999999999999,0.4701492537313433,0.645,0.4626865671641791,0.64,0.4925373134328358,0.32999999999999996
200,60,572,0.05500000000000005,0.405,0.385,0.38,0.4701492537313433,0.645,0.4477611940298507,0.63,0.4477611940298507,0.63
200,60,573,0.040000000000000036,0.365,0.35,0.35,0.4925373134328358,0.635,0.5074626865671642,0.62,0.4776119402985075,0.605
200,60,574,0.025000000000000022,0.4,0.37,0.38,0.4925373134328358,0.605,0.4850746268656716,0.62,0.5074626865671642,0.29500000000000004
200,60,575,0.015000000000000013,0.385,0.37,0.365,0.4552238805970149,0.61,0.5,0.635,0.4925373134328358,0.62
200,60,576,0.03500000000000003,0.345,0.32499999999999996,0.31999999999999995,0.4850746268656716,0.65,0.4477611940298507,0.32999999999999996,0.5522388059701493,0.10999999999999999
200,60,577,0.030000000000000027,0.39,0.38,0.365,0.4925373134328358,0.645,0.4776119402985075,0.625,0.5149253731343284,0.06499999999999995
200,60,578,0.040000000000000036,0.32499999999999996,0.29500000000000004,0.17500000000000004,0.4552238805970149,0.61,0.4402985074626866,0.62,0.4104477611940298,0.33999999999999997
200,60,579,0.06000000000000005,0.18500000000000005,0.13,0.08499999999999996,0.4477611940298507,0.635,0.4477611940298507,0.635,0.4477611940298507,0.61
200,60,580,0.025000000000000022,0.32999999999999996,0.31000000000000005,0.30500000000000005,0.3656716417910447,0.575,0.3955223880597015,0.6,0.3731343283582089,0.5800000000000001
200,60,581,0.05500000000000005,0.37,0.345,0.235,0.4850746268656716,0.625,0.4850746268656716,0.61,0.4925373134328358,0.61
200,60,582,0.030000000000000027,0.28500000000000003,0.245,0.16500000000000004,0.5,0.6599999999999999,0.5,0.65,0.4776119402985075,0.32999999999999996
200,60,583,0.050000000000000044,0.31499999999999995,0.28,0.24,0.4626865671641791,0.64,0.4626865671641791,0.64,0.3731343283582089,0.35
200,60,584,0.025000000000000022,0.32999999999999996,0.29000000000000004,0.265,0.5,0.385,0.5149253731343284,0.5700000000000001,0.5223880597014925,0.575
200,60,585,0.025000000000000022,0.385,0.365,0.36,0.5298507462686567,0.595,0.5298507462686567,0.575,0.4552238805970149,0.355
200,60,586,0.020000000000000018,0.33999999999999997,0.28500000000000003,0.22999999999999998,0.5,0.62,0.4925373134328358,0.345,0.4776119402985075,0.62
200,60,587,0.030000000000000027,0.365,0.355,0.32999999999999996,0.4626865671641791,0.64,0.4701492537313433,0.30500000000000005,0.4776119402985075,0.31999999999999995
200,60,588,0.025000000000000022,0.29500000000000004,0.265,0.17500000000000004,0.4328358208955224,0.585,0.5,0.30000000000000004,0.4925373134328358,0.31499999999999995
200,60,589,0.020000000000000018,0.385,0.35,0.12,0.4477611940298507,0.62,0.4552238805970149,0.64,0.5,0.30000000000000004
200,60,590,0.025000000000000022,0.245,0.21499999999999997,0.17500000000000004,0.5298507462686567,0.33999999999999997,0.5223880597014925,0.615,0.4477611940298507,0.375
200,60,591,0.010000000000000009,0.20999999999999996,0.15000000000000002,0.10999999999999999,0.5,0.63,0.5074626865671642,0.655,0.4104477611940298,0.32499999999999996
200,60,592,0.050000000000000044,0.22999999999999998,0.18500000000000005,0.09499999999999997,0.5,0.625,0.5,0.63,0.4776119402985075,0.645
200,60,593,0.03500000000000003,0.22499999999999998,0.16500000000000004,0.10499999999999998,0.4925373134328358,0.63,0.4925373134328358,0.5900000000000001,0.4925373134328358,0.635
200,60,594,0.015000000000000013,0.18500000000000005,0.13,0.030000000000000027,0.5,0.31499999999999995,0.4701492537313433,0.645,0.4402985074626866,0.355
200,60,595,0.030000000000000027,0.26,0.20499999999999996,0.17000000000000004,0.4402985074626866,0.595,0.4626865671641791,0.645,0.4104477611940298,0.605
200,60,596,0.04500000000000004,0.39,0.385,0.385,0.5074626865671642,0.38,0.4776119402985075,0.62,0.5,0.33999999999999997
200,60,597,0.0050000000000000044,0.31000000000000005,0.28,0.25,0.3880597014925373,0.32499999999999996,0.4253731343283582,0.585,0.4104477611940298,0.575
200,60,598,0.015000000000000013,0.35,0.31499999999999995,0.15500000000000003,0.5373134328358209,0.605,0.5298507462686567,0.61,0.4402985074626866,0.38
200,60,599,0.030000000000000027,0.355,0.31999999999999995,0.20499999999999996,0.417910447761194,0.61,0.417910447761194,0.61,0.417910447761194,0.395
200,70,600,0.015000000000000013,0.36,0.345,0.33499999999999996,0.5,0.32999999999999996,0.4626865671641791,0.345,0.5074626865671642,0.635
200,70,601,0.030000000000000027,0.25,0.19499999999999995,0.04500000000000004,0.417910447761194,0.595,0.4701492537313433,0.645,0.4552238805970149,0.635
